Name,Right Ascension,Declination,Apparent Magnitude,Constellation
Lacaille 8760,21 17 15.3,-38 52 02,6.68,icrocopiu
HD 202628,21 18 27.27,-43 20 04.7,6.75,icrocopiu
AU icrocopii,20 45 09.53,-31 20 27.2,8.63,icrocopiu
HD 203932,21 26 03.87,-29 55 44.1,8.81,icrocopiu
HD 202759,21 19 05.92,-33 55 07.9,9.05,icrocopiu
BO icrocopii,20 47 45.01,-36 35 40.8,9.34,icrocopiu
V icrocopii,21 23 48.77,-40 42 05.12,9.4,icrocopiu
ZZ icrocopii,21 00 35.20,-42 39 20.3,9.43,icrocopiu
WAP-7,20 44 10.21,-39 13 30.8,9.54,icrocopiu
WAP-94,20 55 07.9,-34 08 08,10.1,icrocopiu
AT icrocopii,20 41 50.16,-32 26 06.8,10.36,icrocopiu
WAP-94,20 55 09.2,-34 08 08,10.5,icrocopiu
CD-43 14304,21 00 06.36,-42 38 44.9,11.0,icrocopiu
WAP-133,20 58 18.0,-35 47 48,12.9,icrocopiu
WAP-92,20 55 08.0,-34 08 08,13.18,icrocopiu
Alpha onoceroti,07 41 14.88,-09 33 03.9,3.94,onocero
Gaa onoceroti,06 14 51.34,-06 16 29.0,3.99,onocero
Delta onoceroti,07 11 51.86,-00 29 34.0,4.15,onocero
Zeta onoceroti,08 08 35.66,-02 59 01.6,4.36,onocero
Epilon onoceroti,06 23 46.10,+04 35 34.2,4.39,onocero
13 onoceroti,06 32 54.23,+07 19 58.7,4.47,onocero
18 onoceroti,06 47 51.66,+02 24 43.9,4.48,onocero
Beta onoceroti,06 28 49.07,-07 01 59.0,4.6,onocero
 onoceroti,06 40 58.66,+09 53 44.7,4.66,onocero
28 onoceroti,08 01 13.30,-01 23 32.7,4.68,onocero
17 onoceroti,06 47 19.84,+08 02 14.2,4.77,onocero
20 onoceroti,07 10 13.68,-04 14 15.5,4.91,onocero
3 onoceroti,06 01 50.43,-10 35 52.6,4.92,onocero
27 onoceroti,07 59 44.18,-03 40 46.5,4.93,onocero
19 onoceroti,07 02 54.78,-04 14 21.3,4.99,onocero
2 onoceroti,05 59 04.31,-09 33 29.3,5.04,onocero
HD 42690,06 11 51.82,-06 33 01.0,5.06,onocero
10 onoceroti,06 27 57.57,-04 45 43.7,5.06,onocero
HD 49331,06 47 37.22,-08 59 54.6,5.08,onocero
HD 46487,06 33 37.92,-01 13 12.4,5.09,onocero
25 onoceroti,07 37 16.73,-04 06 39.7,5.13,onocero
HR 2142,06 04 13.50,-06 42 32.2,5.19,onocero
77 Orioni,06 27 13.76,+00 17 57.4,5.19,onocero
HD 48217,06 41 56.37,-09 10 02.7,5.21,onocero
HD 52666,07 01 56.39,-05 43 19.5,5.21,onocero
HD 46089,06 31 48.29,+11 32 39.6,5.22,onocero
7 onoceroti,06 19 42.80,-07 49 22.5,5.27,onocero
HD 43993,06 18 50.58,-09 23 23.9,5.36,onocero
HD 41692,06 06 38.74,-04 11 37.8,5.37,onocero
Beta onoceroti,06 28 49.50,-07 02 04.0,5.4,onocero
HD 46229,06 31 50.07,-08 09 29.5,5.43,onocero
21 onoceroti,07 11 23.63,-00 18 06.9,5.44,onocero
HD 50747,06 54 24.66,-01 07 37.1,5.45,onocero
HD 62902,07 46 02.16,-06 46 20.2,5.49,onocero
HD 47054,06 36 35.33,-05 12 40.0,5.52,onocero
78 Orioni,06 27 15.59,-00 16 33.6,5.55,onocero
HD 45415,06 27 20.48,+02 54 29.7,5.55,onocero
Beta onoceroti,06 28 49.50,-07 02 04.0,5.6,onocero
HD 46304,06 32 23.13,-05 52 07.4,5.6,onocero
HD 59311,07 29 18.68,-01 54 19.1,5.6,onocero
HD 63752,07 50 10.58,-09 11 00.4,5.6,onocero
HD 53208,07 04 05.25,-05 19 26.3,5.63,onocero
HD 49147,06 46 39.02,-10 06 26.5,5.66,onocero
HD 49434,06 48 19.09,-01 19 07.8,5.75,onocero
HD 49643,06 49 16.41,-02 16 19.3,5.75,onocero
HD 50277,06 52 49.49,+08 22 49.6,5.75,onocero
HD 59381,07 29 22.11,-10 19 36.0,5.75,onocero
HD 64235,07 52 47.87,-05 25 41.5,5.76,onocero
HD 46769,06 35 15.83,+00 53 24.8,5.78,onocero
HD 49933,06 50 49.82,-00 32 25.5,5.78,onocero
HD 53510,07 05 39.00,+09 11 09.0,5.78,onocero
HD 47964,06 41 05.45,+00 29 43.2,5.79,onocero
HD 55775,07 14 10.87,-03 54 06.3,5.8,onocero
U onoceroti,07 30 47.47,-09 46 36.8,5.82,onocero
HD 43157,06 14 36.71,-04 34 06.5,5.83,onocero
HD 57749,07 22 25.40,-05 58 58.1,5.83,onocero
HD 59380,07 29 25.61,-07 33 05.3,5.86,onocero
HD 45320,06 26 39.59,-01 30 26.2,5.87,onocero
12 onoceroti,06 32 19.23,+04 51 21.6,5.87,onocero
HD 41547,06 05 27.02,-10 14 33.6,5.88,onocero
HD 45067,06 25 16.41,-00 56 43.3,5.88,onocero
HD 48434,06 43 38.65,+03 55 57.1,5.88,onocero
HD 51104,06 56 25.84,+09 57 23.8,5.9,onocero
HD 55832,07 14 15.52,-09 56 51.1,5.9,onocero
HD 59984,07 32 05.82,-08 52 51.3,5.9,onocero
HD 45976,06 30 11.28,-10 04 53.4,5.92,onocero
16 onoceroti,06 46 32.42,+08 35 13.8,5.92,onocero
HD 46709,06 35 17.60,+09 59 18.1,5.93,onocero
HD 52312,07 00 23.76,-08 24 24.6,5.95,onocero
HD 56207,07 15 43.22,-10 35 01.0,5.95,onocero
HD 51814,06 58 57.03,+03 36 08.5,5.96,onocero
HD 52913,07 03 17.93,+09 08 18.1,5.96,onocero
HD 58526,07 25 51.20,-05 46 29.8,5.98,onocero
T onoceroti,06 25 13.00,+07 05 08.6,5.98,onocero
HD 43319,06 15 29.66,-04 54 52.7,5.99,onocero
HD 61749,07 40 35.51,-08 11 07.3,6.01,onocero
HD 55879,07 14 28.26,-10 18 58.5,6.02,onocero
HD 50890,06 54 58.92,-02 48 12.9,6.03,onocero
Plakett' tar,06 37 24.04,+06 08 07.4,6.05,onocero
HD 46178,06 32 23.27,+11 40 25.0,6.08,onocero
HD 43362,06 15 26.16,-09 02 08.7,6.09,onocero
HD 53929,07 07 06.48,+04 54 38.2,6.1,onocero
V721 onoceroti,06 23 35.92,-09 52 29.1,6.11,onocero
HD 47420,06 38 20.46,-02 32 38.1,6.14,onocero
1 onoceroti,05 59 01.07,-09 22 56.1,6.15,onocero
HD 42536,06 11 01.22,-06 45 15.1,6.15,onocero
HD 42278,06 09 36.21,-05 42 41.2,6.16,onocero
HD 45321,06 26 34.45,-04 35 50.6,6.16,onocero
HD 45512,06 28 18.80,+10 18 14.4,6.16,onocero
HR 2517,06 49 03.66,+01 00 07.5,6.16,onocero
HD 63894,07 50 55.24,-11 07 42.7,6.16,onocero
HD 45724,06 29 14.81,+02 38 46.6,6.17,onocero
HD 45995,06 31 09.56,+11 15 05.0,6.17,onocero
HD 47220,06 37 40.35,+02 42 15.4,6.17,onocero
V638 onoceroti,06 11 43.72,-04 39 55.6,6.18,onocero
HD 48348,06 43 06.61,+03 02 01.8,6.18,onocero
HD 47886,06 41 17.22,+11 00 11.4,6.19,onocero
HD 50820,06 54 42.04,-01 45 23.3,6.2,onocero
HD 52611,07 01 52.91,-01 20 44.8,6.2,onocero
V731 onoceroti,06 37 52.70,+04 57 24.0,6.2,onocero
HD 44037,06 19 07.94,-08 35 09.7,6.22,onocero
V689 onoceroti,06 38 38.19,+01 36 48.7,6.23,onocero
HD 54662,07 09 20.25,-10 20 47.7,6.23,onocero
HD 57708,07 22 18.59,-02 58 45.0,6.23,onocero
HD 44783,06 24 02.29,+08 53 06.1,6.24,onocero
HD 59669,07 30 51.14,-05 13 35.3,6.24,onocero
HD 51693,06 58 38.93,+07 37 20.5,6.25,onocero
HD 67159,08 06 27.42,-09 14 40.1,6.25,onocero
HD 60853,07 36 16.67,-08 18 40.7,6.27,onocero
HD 50931,06 55 34.63,+08 19 27.4,6.28,onocero
HD 56614,07 17 31.68,-06 40 48.1,6.29,onocero
HD 52265,07 00 18.10,-05 22 02.5,6.3,onocero
HD 44333,06 21 25.78,+02 16 06.9,6.3,onocero
HD 50282,06 52 22.87,-05 18 58.5,6.3,onocero
HD 50371,06 53 22.40,+10 59 49.0,6.3,onocero
HD 49976,06 50 42.31,-08 02 27.6,6.31,onocero
HD 51424,06 57 00.10,-08 10 45.4,6.31,onocero
HD 67725,08 08 56.85,-11 20 22.7,6.31,onocero
HD 45168,06 25 47.14,-03 53 20.5,6.33,onocero
HD 51892,06 59 20.18,+07 19 01.2,6.34,onocero
HD 66242,08 02 25.97,-06 20 13.6,6.34,onocero
HD 45380,06 26 44.85,-07 30 42.9,6.35,onocero
HD 48099,06 41 59.23,+06 20 43.5,6.36,onocero
HD 50062,06 51 39.37,+03 02 31.4,6.37,onocero
HD 45090,06 25 52.33,+11 07 33.3,6.39,onocero
HD 47156,06 37 36.92,+10 51 12.1,6.39,onocero
HD 50700,06 54 08.60,-05 51 07.9,6.39,onocero
HD 45239,06 25 58.83,-07 53 41.9,6.4,onocero
HD 66950,08 05 49.64,-00 34 24.0,6.4,onocero
HD 44700,06 23 18.49,+03 45 52.2,6.41,onocero
V695 onoceroti,08 00 44.14,-02 52 54.9,6.42,onocero
HD 45215,06 26 09.60,-03 30 57.1,6.42,onocero
24 onoceroti,07 15 19.41,-00 09 40.7,6.42,onocero
HD 57682,07 22 02.05,-08 58 45.9,6.42,onocero
14 onoceroti,06 34 46.33,+07 34 21.0,6.44,onocero
HD 53240,07 03 57.46,-10 07 25.6,6.44,onocero
HD 65938,08 01 03.45,-06 25 08.7,6.45,onocero
HD 42132,06 08 47.72,-06 49 17.0,6.46,onocero
HD 45563,06 28 16.77,+01 54 45.8,6.48,onocero
HD 52382,07 00 39.34,-09 12 10.7,6.49,onocero
9 onoceroti,06 27 00.88,-04 21 20.3,6.5,onocero
V569 onoceroti,07 05 49.64,-10 39 36.3,6.5,onocero
I onoceroti,06 23 01.47,-03 16 37.1,6.54,onocero
HD 50281,06 52 18.05,-05 10 25.4,6.57,onocero
V926 onoceroti,07 02 06.73,-03 45 17.4,6.62,onocero
HD 50138,06 51 33.40,-06 57 59.5,6.67,onocero
Epilon onoceroti,06 23 46.50,+04 35 45.1,6.72,onocero
HD 46150,06 31 55.52,+04 56 34.3,6.75,onocero
6 onoceroti,06 17 35.13,-10 43 30.0,6.76,onocero
AX onoceroti,06 30 32.94,+05 52 01.2,6.85,onocero
HD 46966,06 36 25.89,+06 04 59.5,6.87,onocero
V onoceroti,06 22 43.50,-02 11 42.0,6.87,onocero
V644 onoceroti,06 57 09.38,-10 49 28.1,6.93,onocero
HD 53367,07 04 25.53,-10 27 15.7,6.96,onocero
Gliee 282,07 39 59.33,-03 35 51.0,7.18,onocero
V505 onoceroti,06 45 49.98,+02 29 57.4,7.22,onocero
V614 onoceroti,07 01 01.95,-03 15 09.1,7.27,onocero
HD 46223,06 32 09.31,+04 49 24.7,7.28,onocero
HD 46149,06 31 52.53,+05 01 59.2,7.61,onocero
HD 44219,06 20 14.32,-10 43 30.0,7.7,onocero
HD 46375,06 33 12.62,+05 27 46.5,7.84,onocero
HD 59435,07 29 35.45,-09 15 33.3,7.97,onocero
HD 45583,06 28 10.76,-04 53 56.5,7.97,onocero
HD 46380,06 32 43.23,-07 30 32.3,8.0,onocero
HD 45652,06 29 13.19,+10 56 02.0,8.13,onocero
HD 46202,06 32 10.47,+04 57 59.8,8.18,onocero
HD 66428,08 03 28.67,-01 09 45.8,8.25,onocero
V753 onoceroti,07 10 57.85,-03 52 43.2,8.27,onocero
V onoceroti,06 21 26.30,+06 28 12.6,8.28,onocero
HD 50064,06 51 34.11,+00 17 50.4,8.3,onocero
HD 47755,06 40 38.30,+09 47 15.8,8.41,onocero
UX onoceroti,07 59 16.38,-07 30 17.9,8.42,onocero
AU onoceroti,06 54 54.71,-01 22 32.8,8.43,onocero
HD 47732,06 40 28.59,+09 49 04.3,8.46,onocero
V578 onoceroti,06 32 00.61,+04 52 40.9,8.55,onocero
HD 259431,06 33 05.19,+10 19 20.0,8.72,onocero
AR onoceroti,07 20 48.45,-05 15 35.8,8.79,onocero
Gliee 282,07 40 02.88,-03 36 13.4,8.93,onocero
Red Rectangle Nebula,06 19 58.22,-10 38 14.7,8.94,onocero
HD 49330,06 47 57.27,+00 46 34.0,8.95,onocero
FU onoceroti,06 22 23.85,+03 25 27.9,9.06,onocero
TU onoceroti,07 53 19.75,-03 02 31.1,9.24,onocero
RW onoceroti,06 34 45.89,+08 49 32.18,9.32,onocero
VV onoceroti,07 03 18.29,-05 44 15.5,9.4,onocero
BX onoceroti,07 25 22.78,-03 35 15.8,9.5,onocero
PZ onoceroti,06 48 21.07,+01 13 08.3,9.6,onocero
V694 onoceroti,07 25 51.29,-07 44 08.1,9.7,onocero
AO onoceroti,07 06 36.30,-04 37 24.5,9.72,onocero
V588 onoceroti,06 39 05.90,+09 41 03.4,9.75,onocero
V372 onoceroti,06 41 26.13,-04 35 45.8,9.81,onocero
CV onoceroti,06 37 04.84,+03 03 50.2,9.9,onocero
Gliee 282,07 36 07.08,-03 06 38.8,9.99,onocero
HD 50281,06 52 18.05,-05 11 24.2,10.05,onocero
V589 onoceroti,06 39 28.46,+09 42 04.1,10.27,onocero
BE onoceroti,06 40 05.58,+07 36 21.0,10.5,onocero
RU onoceroti,06 54 12.31,-07 35 45.0,10.51,onocero
CL onoceroti,06 55 36.70,+06 22 43.3,11.0,onocero
Ro 614,06 29 23.40,-02 48 50.3,11.08,onocero
A0620-00,06 22 44.50,-00 20 44.7,11.2,onocero
C onoceroti,06 32 10.94,+06 39 11.0,11.25,onocero
COROT-7,06 43 49.47,-01 03 46.9,11.73,onocero
R onoceroti,06 39 09.95,+08 44 10.8,11.85,onocero
BN onoceroti,06 21 58.00,+07 20 57.7,12.7,onocero
V590 onoceroti,06 40 44.64,+09 48 02.1,12.88,onocero
COROT-4,06 48 46.70,-00 40 22.0,13.45,onocero
COROT-1,06 48 19.17,-03 06 07.8,13.6,onocero
VY onoceroti,06 31 06.92,+10 26 05.0,13.7,onocero
COROT-5,06 45 06.54,+00 48 54.9,14.0,onocero
COROT-20,06 30 53,+00 13 37,14.66,onocero
COROT-19,06 28 08,-00 01 01,14.78,onocero
COROT-18,06 32 41,-00 01 54,14.99,onocero
COROT-13,06 50 53.07,-05 05 11.1,15.04,onocero
BT onoceroti,06 43 47.24,-02 01 13.9,15.4,onocero
COROT-12,06 43 03.76,-01 17 47.1,15.52,onocero
V838 onoceroti,07 04 04.85,-03 50 51.1,15.74,onocero
COROT-14,06 53 41.80,-05 32 09.7,16.03,onocero
CW onoceroti,06 36 54.58,+00 02 17.3,17.2,onocero
Alpha ucae,12 37 11.08,-69 08 07.9,2.69,uca
Beta ucae,12 46 16.87,-68 06 29.1,3.04,uca
Delta ucae,13 02 15.78,-71 32 55.7,3.61,uca
Labda ucae,11 45 36.57,-66 43 43.8,3.68,uca
Gaa ucae,12 32 28.11,-72 07 58.7,3.84,uca
Epilon ucae,12 17 34.64,-67 57 38.4,4.06,uca
u ucae,11 48 14.49,-66 48 53.5,4.75,uca
Eta ucae,13 15 15.00,-67 53 40.4,4.79,uca
HD 115211,13 17 13.03,-66 47 00.3,4.86,uca
HD 103079,11 51 51.27,-65 12 21.2,4.89,uca
HD 102839,11 49 56.63,-70 13 32.8,4.98,uca
GT ucae,11 39 29.63,-65 23 51.9,5.01,uca
Iota1 ucae,13 25 07.36,-74 53 15.0,5.04,uca
HD 99104,11 23 21.43,-64 57 17.0,5.09,uca
Zeta2 ucae,12 22 07.39,-67 31 19.5,5.15,uca
Labda Chaaeleonti,12 07 50.09,-75 22 01.4,5.17,uca
HD 104878,12 04 38.95,-68 19 44.0,5.34,uca
Theta ucae,13 08 07.16,-65 18 21.7,5.44,uca
HD 99264,11 24 11.18,-72 15 23.8,5.55,uca
HD 111315,12 49 44.95,-71 59 10.5,5.55,uca
HD 116458,13 25 50.40,-70 37 38.1,5.65,uca
Zeta1 ucae,12 22 12.03,-68 18 25.9,5.73,uca
HD 108970,12 32 09.90,-73 00 03.8,5.88,uca
HD 100382,11 32 20.00,-66 57 42.6,5.89,uca
HD 104600,12 02 37.76,-69 11 32.2,5.89,uca
HD 114570,13 12 48.77,-66 13 36.4,5.91,uca
HD 114371,13 11 51.38,-69 56 31.3,5.92,uca
HD 112219,12 56 31.72,-72 11 06.7,5.93,uca
L ucae,13 03 05.36,-71 28 32.6,5.93,uca
HD 101162,11 37 48.51,-67 37 13.3,5.94,uca
HD 105151,12 06 23.08,-65 42 33.9,5.95,uca
HD 115439,13 19 18.99,-72 02 07.7,6.04,uca
 ucae,12 12 47.03,-70 09 06.4,6.05,uca
HD 106797,12 17 06.36,-65 41 34.6,6.06,uca
HD 115149,13 16 45.05,-65 08 17.3,6.06,uca
HD 115967,13 22 52.62,-72 08 48.0,6.06,uca
HD 99872,11 28 18.46,-72 28 26.3,6.09,uca
HD 117025,13 29 07.98,-64 40 32.8,6.09,uca
BO ucae,12 34 54.46,-67 45 24.8,6.11,uca
HD 118344,13 38 45.83,-70 26 41.1,6.11,uca
HD 110716,12 45 02.07,-68 49 50.7,6.16,uca
HD 116890,13 28 46.82,-69 37 37.6,6.17,uca
HD 107301,12 20 28.28,-65 50 33.5,6.2,uca
HD 106676,12 16 23.87,-72 36 52.1,6.21,uca
KY ucae,12 38 52.37,-67 11 35.0,6.22,uca
HD 105138,12 06 19.93,-68 39 05.0,6.23,uca
HD 98672,11 19 36.58,-75 08 32.8,6.26,uca
FH ucae,12 39 55.90,-66 30 40.0,6.26,uca
HD 108054,12 25 17.62,-65 46 10.6,6.29,uca
HD 105071,12 05 53.63,-65 32 48.8,6.3,uca
R ucae,12 42 05.03,-69 24 27.2,6.31,uca
HD 113919,13 08 27.84,-67 47 48.3,6.34,uca
HD 107773,12 23 15.04,-67 37 55.8,6.36,uca
HD 117651,13 33 35.92,-65 37 57.4,6.36,uca
HD 114912,13 15 25.77,-69 40 45.1,6.37,uca
HD 103482,11 54 44.62,-66 22 33.7,6.38,uca
HD 98695,11 20 04.16,-71 59 39.6,6.41,uca
HD 104570,12 02 28.59,-71 29 20.4,6.41,uca
HD 104752,12 03 44.54,-74 12 50.7,6.44,uca
HD 98671,11 19 50.84,-72 57 29.8,6.46,uca
HD 109857,12 39 14.64,-75 22 14.1,6.46,uca
HD 101805,11 42 14.82,-75 13 38.3,6.48,uca
HD 105822,12 11 01.22,-68 15 39.4,6.48,uca
Iota2 ucae,13 27 18.58,-74 41 30.2,6.62,uca
HD 100546,11 33 25.44,-70 11 41.2,6.7,uca
HD 112410,12 57 32.0,-65 38 47,6.86,uca
GQ ucae,11 52 02.35,-67 12 20.2,7.2,uca
HD 105056,12 05 49.88,-69 34 23.0,7.34,uca
HD 111232,12 48 51.75,-68 25 30.5,7.61,uca
TU ucae,11 31 10.92,-65 44 32.1,8.41,uca
RT ucae,11 44 32.88,-67 18 18.9,8.57,uca
T ucae,13 21 13.85,-74 26 31.0,8.6,uca
KZ ucae,12 39 19.16,-71 37 18.5,9.09,uca
HD 108341,12 27 31.0,-71 25 23,9.36,uca
UU ucae,11 52 17.72,-65 24 15.1,9.54,uca
Y ucae,11 32 10.01,-65 25 11.6,10.2,uca
P ucae,13 22 07.55,-69 38 12.2,10.39,uca
Y ucae,13 05 48.20,-65 30 46.6,10.5,uca
TV ucae,11 39 50.76,-64 48 59.3,10.75,uca
GR 1124-683,11 26 26.60,-68 40 32.3,13.3,uca
2 1254-690,12 57 30.15,-69 17 19.0,19.1,uca
PR J1141-6545,11 41 07.02,-65 45 19.1,25.08,uca
Gaa2 Norae,16 19 50.57,-50 09 19.4,4.01,Nora
Epilon Norae,16 27 11.05,-47 33 17.0,4.46,Nora
Iota1 Norae,16 03 32.22,-57 46 29.5,4.63,Nora
Eta Norae,16 03 12.86,-49 13 47.0,4.65,Nora
Delta Norae,16 06 29.42,-45 10 23.8,4.73,Nora
u Norae,16 34 05.02,-44 02 43.1,4.91,Nora
Kappa Norae,16 13 28.73,-54 37 49.5,4.95,Nora
Gaa1 Norae,16 17 00.94,-50 04 05.2,4.97,Nora
Theta Norae,16 15 15.35,-47 22 18.9,5.13,Nora
HD 147152,16 22 28.01,-49 34 20.2,5.32,Nora
QU Norae,16 29 42.33,-46 14 35.6,5.35,Nora
HD 139129,15 38 49.50,-52 22 21.4,5.43,Nora
Labda Norae,16 19 17.64,-42 40 26.2,5.44,Nora
V368 Norae,16 16 43.27,-53 48 40.0,5.45,Nora
Iota2 Norae,16 09 18.56,-57 56 03.0,5.57,Nora
HD 145782,16 15 49.81,-57 54 44.0,5.61,Nora
HD 147977,16 28 15.18,-58 35 59.0,5.67,Nora
V360 Norae,15 51 06.81,-55 03 19.9,5.74,Nora
HD 146690,16 20 25.23,-55 08 22.8,5.76,Nora
HD 141168,15 50 07.11,-53 12 34.8,5.78,Nora
HD 142049,15 55 32.42,-60 10 38.9,5.78,Nora
Zeta Norae,16 13 22.80,-55 32 27.0,5.78,Nora
HD 141194,15 49 57.52,-48 54 44.6,5.86,Nora
HD 147225,16 22 29.07,-43 54 43.3,5.89,Nora
HD 139211,15 39 56.69,-59 54 28.1,5.95,Nora
HD 141544,15 51 31.52,-47 03 38.6,6.0,Nora
HD 139871,15 42 37.23,-49 29 22.2,6.02,Nora
V367 Norae,16 13 16.97,-53 40 16.2,6.03,Nora
HD 140979,15 48 50.42,-52 26 17.6,6.05,Nora
V378 Norae,16 29 45.22,-57 45 22.7,6.09,Nora
HD 142919,15 59 54.15,-54 01 15.2,6.1,Nora
HD 141296,15 50 16.28,-45 24 05.9,6.11,Nora
HD 143101,16 01 06.51,-54 34 40.1,6.12,Nora
HD 145921,16 15 23.98,-42 53 57.9,6.14,Nora
HD 144183,16 07 24.09,-56 11 27.4,6.16,Nora
T Norae,15 44 03.84,-54 59 12.5,6.2,Nora
HD 146145,16 17 20.97,-53 05 10.6,6.3,Nora
HD 142529,15 57 03.95,-48 09 42.9,6.31,Nora
HD 147614,16 24 54.14,-45 20 58.1,6.32,Nora
HD 143321,16 02 04.49,-51 07 14.6,6.38,Nora
HD 143548,16 04 06.20,-59 10 34.2,6.4,Nora
HD 146059,16 16 58.99,-53 41 45.5,6.4,Nora
HD 140274,15 44 59.61,-50 47 07.5,6.41,Nora
 Norae,16 18 51.82,-57 53 59.2,6.45,Nora
HD 139915,15 43 55.28,-60 17 13.9,6.46,Nora
QY Norae,16 04 21.32,-53 42 37.2,6.46,Nora
HD 148937,16 33 52.39,-48 06 40.5,6.71,Nora
HD 142415,15 57 40.79,-60 12 00.9,7.34,Nora
HD 148156,16 28 17.28,-46 19 03.4,7.71,Nora
HD 139084,15 38 57.54,-57 42 27.3,7.98,Nora
I Norae,15 39 26.46,-52 19 18.0,8.5,Nora
